ARCH201,Communication, Behaviour and Architecture,6
ARCH202,Architectural Graphics and Elements of Design,6
ARCH217,Freehand Drawing,1
ARCH221,Architectural Drawing,2
ARCH240,Organization of Materials in Buildings,3
ARCH241,Architectural Structures 1,3
ARCH250,Architectural History 1,3
ARCH251,Architectural History 2,3
ARCH303,Design and Construction 1,6
ARCH304,Design and Construction 2,6
ARCH325,Architectural Sketching,2
ARCH342,Digital Representation,3
ARCH354,Architectural History 3,3
ARCH355,Architectural History 4,3
ARCH375,Landscape,3
ARCH377,Energy, Environment, and Buildings 1,3
ARCH378,Introduction to Building Environments,3
ARCH379,Summer Course Abroad,3
ARCH383,Geometry and Architecture,3
ARCH388,Introduction to Historic Preservation,2
ARCH405,Design and Construction 3,6
ARCH406,Design and Construction 4,6
ARCH410,Design and Construction 5,6
ARCH445,Architectural Structures 2,3
ARCH447,Energy, Environment, and Buildings 2,3
ARCH451,Building Regulations and Safety,3
ARCH461,Freehand Drawing and Sketching,1
ARCH490,Selected Topics in Design,2
ARCH491,Selected Topics in Landscape Studies,2
ARCH492,Selected Topics in Professional Practice,2
ARCH500,Internship in Architecture,N/A
ARCH512,Architectural Modelling,3
ARCH514,Community Design Workshop,3
ARCH515,Sustainable Design,3
ARCH517,Sustainable Residential Development,3
ARCH519,Field Course Abroad,3
ARCH520,Montreal: Urban Morphology,3
ARCH521,Structure of Cities,3
ARCH523,Significant Texts and Buildings,3
ARCH525,Seminar on Analysis and Theory,3
ARCH526,Philosophy of Structure,3
ARCH528,History of Housing,3
ARCH529,Housing Theory,3
ARCH531,Architectural Intentions Vitruvius - Renaissance,3
ARCH532,Origins of Modern Architecture,3
ARCH533,New Approaches to Architectural History,3
ARCH535,History of Architecture in Canada,3
ARCH536,Heritage Conservation,3
ARCH540,Selected Topics in Architecture 1,3
ARCH541,Selected Topics in Architecture 2,3
ARCH542,Selected Topics in Architecture 3,3
ARCH543,Selected Topics in Architecture 4,3
ARCH551,Urban Design and Planning,3
ARCH562,Innovative Homes and Communities,3
ARCH564,Design for Development,3
ARCH566,Cultural Landscapes Seminar,3
ARCH600,Advanced Internship in Architecture,N/A
ARCH602,Housing Seminar,3
ARCH603,Urban Design and Housing Studio,6
ARCH604,Urban Design Seminar,3
ARCH622,Research Methods for Architecture,4
ARCH623,Project Preparation,3
ARCH624,History and Theory Project,15
ARCH626,Critical Design Strategies,4
ARCH627,Research Methods,3
ARCH632,Urban Design and Housing Research Report,15
ARCH635,Selected Topics in Housing 1,3
ARCH641,Energy and Environments 1,3
ARCH642,Energy and Environments 2,3
ARCH651,Architectural History and Theory Seminar 1,6
ARCH652,Architectural History and Theory Seminar 2,4
ARCH652D1,Architectural History and Theory Seminar 2,2
ARCH652D2,Architectural History and Theory Seminar 2,2
ARCH653,Architectural History and Theory Seminar 3,4
ARCH654,Architectural History and Theory Seminar 4,6
ARCH670,Advanced Landscape Theory,3
ARCH672,Architectural Design Studio 1,9
ARCH673,Architectural Design Studio 2,9
ARCH674,Professional Practice 1,3
ARCH675,Architecture in Global Perspective,3
ARCH676,Advanced Architectural Design,9
ARCH677,Architectural Design 3,9
ARCH678,Advanced Construction,3
ARCH680,Field Sketching,2
ARCH681,Directed Research Project Preparation,1
ARCH683,Directed Research Project,9
ARCH684,Contemporary Theory 1,3
ARCH685,Contemporary Theory 2,3
ARCH688,Directed Research 1,3
ARCH689,Directed Research 2,3
ARCH700,Thesis Proposal,N/A
ARCH701,Comprehensive Examination,N/A
ARCH702,Dissertation Report 1,N/A
ARCH703,Dissertation Report 2,N/A
ARCH711,Doctoral Proseminar 1,3
ARCH712,Doctoral Proseminar 2,3
ARCH721,Literature Review 1,3
ARCH722,Literature Review 2,3
ARCH723,Literature Review 3,3
ARTE700,Seminar: Teaching Humanities,3
ARTH199,FYS: Themes in Art History,3
ARTH200,Introduction to Art History 1,3
ARTH202,Introduction to Contemporary Art,3
ARTH204,Introduction to Medieval Art and Architecture,3
ARTH205,Introduction to Modern Art,3
ARTH207,Introduction Early Modern Art 1400-1700,3
ARTH209,Introduction to Ancient Art and Architecture,3
ARTH215,Introduction to East Asian Art,3
ARTH223,Introduction Italian Renaissance Art 1300-1500,3
ARTH225,Introduction to Seventeenth - Century Art,3
ARTH226,Introduction to Eighteenth-Century Art and Architecture,3
ARTH300,Canadian Art to 1914,3
ARTH302,Aspects of Canadian Art,3
ARTH305,Methods in Art History,3
ARTH310,Postcolonialism,3
ARTH314,The Medieval City,3
ARTH315,Indigenous Art and Culture,3
ARTH321,Visual Culture of the Dutch Republic,3
ARTH323,Realism and Impressionism,3
ARTH325,Visual Culture Renaissance Venice,3
ARTH326,Studies in Manuscript and Print Culture,3
ARTH336,Art Now,3
ARTH338,Modern Art and Theory: WWI - WWII,3
ARTH339,Critical Issues - Contemporary Art,3
ARTH352,Feminism in Art and Art History,3
ARTH353,Selected Topics in Art History 1,3
ARTH354,Selected Topics Art History 2,3
ARTH356,Modern and Contemporary Chinese Art,3
ARTH357,Early Chinese Art,3
ARTH358,Later Chinese Art (960-1911),3
ARTH360,Studies in the Photographic,3
ARTH368,Studies in Northern Renaissance Art 01,3
ARTH400,Selected Methods in Art History,3
ARTH401,Honours Research Paper,3
ARTH411,Canadian Art and Race,3
ARTH420,Selected Topics in Art and Architecture 1,3
ARTH421,Selected Topics in Art and Architecture 2,3
ARTH422,Selected Topics in Art and Architecture 3,3
ARTH425,Arts of Medieval Spain,3
ARTH430,Concepts - Discipline Art History,3
ARTH435,Early Modern Visual Culture,3
ARTH440,The Body and Visual Culture,3
ARTH447,Independent Research Course,3
ARTH457,Brushwork in Chinese Painting,3
ARTH473,Studies in 17th and Early 18th Century Art 04,3
ARTH474,Studies in Later 18th and 19th Century Art 03,3
ARTH490,Museum Internship,3
ARTH501,Advanced Topics in Art History and Visual Culture,3
ARTH502,Advanced Topics in Art and Architectural History,3
ARTH600,Advanced Professional Seminar,3
ARTH606,Research Paper Preparation,3
ARTH607,Research Paper Proposal,3
ARTH608,Research Paper 1,6
ARTH609,Research Paper 2,6
ARTH618,Art History - 1400-1900 1,3
ARTH630,Directed Reading 1,3
ARTH645,Medieval Art and Archaeology,3
ARTH646,Topics: Chinese Visual Culture,3
ARTH647,Topics: Renaissance Art and Architecture 1,3
ARTH653,Topics: Early Modern Visual Culture 1,3
ARTH654,Topics: Early Modern Visual Culture 2,3
ARTH660,Contemporary Art and Criticism 1,3
ARTH661,Contemporary Art and Criticism 2,3
ARTH675,Topics: 19th - Century Art and Architecture 1,3
ARTH678,Topics: 19th - Century Art and Architecture 2,3
ARTH698,Thesis Research 1,12
ARTH699,Thesis Research 2,12
ARTH701,Ph.D. Comprehensive Examination,N/A
ARTH701D1,Ph.D. Comprehensive Examination,N/A
ARTH701D2,Ph.D. Comprehensive Examination,N/A
ARTH701N1,Ph.D. Comprehensive Examination,N/A
ARTH701N2,Ph.D. Comprehensive Examination,N/A
ARTH714,Directed Reading 2,3
ARTH723,Art Criticism 1,3
ARTH724,Art Criticism 2,3
ARTH725,Methods in Art History 1,3
ARTH731,Current Problems in Art History 2,3
ASPL613,Government Regulation of Air Transport,3
ASPL614,Airline Business and Law,3
ASPL632,Comparative Air Law,3
ASPL632D1,Comparative Air Law,1.5
ASPL632D2,Comparative Air Law,1.5
ASPL633,Public International Air Law,3
ASPL636,Private International Air Law,3
ASPL637,Space Law: General Principles,3
ASPL638,Law of Space Applications,3
ASPL639,Government Regulation of Space Activities,3
ASPL655,Research Project 1,15
ASPL656,Research Project 2,2
ASPL657,Research Project 3,1
ASPL690,Master's Thesis 1,3
ASPL691,Master's Thesis 2,3
ASPL692,Master's Thesis 3,6
ASPL693,Master's Thesis 4,12
ASPL694,Master's Thesis 5,3
ASPL701,Comprehensive - Air/Space Law,N/A
ATOC100,Extreme-Weather and Climate-Change Physics,3
ATOC181,Introduction to Atmospheric Science,3
ATOC182,Introduction to Oceanic Sciences,3
ATOC183,Climate and Climate Change,3
ATOC184,Science of Storms,3
ATOC185,Natural Disasters,3
ATOC214,Introduction: Physics of the Atmosphere,3
ATOC215,Oceans, Weather and Climate,3
ATOC219,Introduction to Atmospheric Chemistry,3
ATOC309,Weather Radars and Satellites,3
ATOC312,Rotating Fluid Dynamics,3
ATOC315,Thermodynamics and Convection,3
ATOC341,Caribbean Climate and Weather,3
ATOC357,Atmospheric and Oceanic Science Laboratory,3
ATOC373,Arctic Climate and Climate Change,3
ATOC396,Undergraduate Research Project,3
ATOC400,Independent Study of an Environmental Problem,3
ATOC404,Climate Physics,3
ATOC473,Artic Field Research,6
ATOC480,Honours Research Project,3
ATOC512,Atmospheric and Oceanic Dynamics,3
ATOC513,Waves and Stability,3
ATOC515,Turbulence in Atmosphere and Oceans,3
ATOC517,Boundary Layer Meteorology,3
ATOC519,Advances in Chemistry of Atmosphere,3
ATOC521,Cloud Physics,3
ATOC525,Atmospheric Radiation,3
ATOC531,Dynamics of Current Climates,3
ATOC540,Synoptic Meteorology 1,3
ATOC541,Synoptic Meteorology 2,3
ATOC546,Current Weather Discussion,1
ATOC548,Mesoscale Meteorology,3
ATOC550,Special Topics Meteorology and Oceanography,1
ATOC551,Selected Topics 1,3
ATOC552,Selected Topics 2,3
ATOC555,Field Course 1,3
ATOC556,Field Course 2,3
ATOC557,Research Methods: Atmospheric and Oceanic Science,3
ATOC558,Numerical Methods and Laboratory,3
ATOC568,Ocean Physics,3
ATOC616,Topics - Geophysical Fluid Dynamics,3
ATOC626,Atmospheric/Oceanic Remote Sensing,3
ATOC666,Topics In Ocean Circulation,3
ATOC669D1,CSE Seminar,0.5
ATOC669D2,CSE Seminar,0.5
ATOC670,Reading Course: Meteorology 1,3
ATOC671,Reading Course: Meteorology 2,3
ATOC672,Reading Course: Oceanography 1,3
ATOC691,Master's Thesis Literature Review,3
ATOC692,Master's Thesis Research 1,6
ATOC692N1,Master's Thesis Research 1,3
ATOC692N2,Master's Thesis Research 1,3
ATOC693,Master's Thesis Research 2,6
ATOC693N1,Master's Thesis Research 2,3
ATOC693N2,Master's Thesis Research 2,3
ATOC694,Master's Thesis Progress Report and Seminar,3
ATOC695,Master's Thesis Research 3,6
ATOC699,Master's Thesis,12
ATOC699N1,Master's Thesis,6
ATOC699N2,Master's Thesis,6
ATOC700,Ph.D. Proposal Seminar,1
ATOC701,Ph.D. Comprehensive (General),N/A
ATOC701D1,Ph.D. Comprehensive (General),N/A
ATOC701D2,Ph.D. Comprehensive (General),N/A
ATOC751,Seminar: Physical Meteorology,1
ATOC751D1,Seminar: Physical Meteorology,0.5
ATOC751D2,Seminar: Physical Meteorology,0.5
ATOC752D1,Atmospheric, Oceanic and Climate Dynamics,0.5
ATOC752D2,Atmospheric, Oceanic and Climate Dynamics,0.5
BASC201,Arts and Science Integrative Topics,3
BASC396,Undergraduate Research Project,3
BASC449,Integrative Research Project,6
BASC449D1,Integrative Research Project,3
BASC449D2,Integrative Research Project,3
BASC449N1,Integrative Research Project,3
BASC449N2,Integrative Research Project,3
BBME600D1,Seminars in Biological and Biomedical Engineering,1.5
BBME600D2,Seminars in Biological and Biomedical Engineering,1.5
BBME600N1,Seminars in Biological and Biomedical Engineering,1.5
BBME600N2,Seminars in Biological and Biomedical Engineering,1.5
BBME681,Internship 1,9
BBME682,Internship 2,9
BBME693,Thesis Research 1,6
BBME694,Thesis Research 2,6
BBME695,Thesis Submission,12
BBME696,Thesis Research 3,3
BBME697,Thesis Research 4,3
BBME701,Ph.D. Comprehensive Examination,N/A
BIEN200,Introduction to Bioengineering,2
BIEN210,Electrical and Optical Properties of Biological Systems,3
BIEN219,Introduction to Physical Molecular and Cell Biology,4
BIEN220,Introduction to Mechanics for Bioengineers,2
BIEN267,Bioanalytical Methods in Bioengineering.,3
BIEN290,Bioengineering Measurement Laboratory,3
BIEN300,Thermodynamics in Bioengineering,3
BIEN310,Introduction to Biomolecular Engineering,3
BIEN314,Transport Phenomena in Biological Systems 1,3
BIEN320,Molecular, Cellular and Tissue Biomechanics,3
BIEN330,Tissue Engineering and Regenerative Medicine,3
BIEN340,Transport Phenomena in Biological Systems 2,3
